Date,State,New_Cases,Deaths,Recovered,Total_Tests,Vaccine_Dose_1,Vaccine_Dose_2,Positivity_Rate(%),Active_Cases,Population_Millions,Cumulative_Cases,Cumulative_Deaths,Cumulative_Recovered,Vaccination_Coverage_Dose1(%),Vaccination_Coverage_Dose2(%),Tests_per_Million,Case_Fatality_Rate(%),Recovery_Rate(%)
2022-03-26,Sikkim,639,6,632,7709,1969,1661,8.29,1,0.7,655339,5489,651671,281.29,237.29,11.012857142857143,0.84,99.44
2022-03-27,Sikkim,756,3,747,9433,25,8,8.01,6,0.7,656095,5492,652418,3.57,1.14,13.475714285714286,0.84,99.44
2022-03-28,Sikkim,800,7,797,9848,4298,1907,8.12,0,0.7,656895,5499,653215,614.0,272.43,14.06857142857143,0.84,99.44
2022-03-29,Sikkim,130,0,127,1600,3598,2110,8.12,3,0.7,657025,5499,653342,514.0,301.43,2.2857142857142856,0.84,99.44
2022-03-30,Sikkim,483,1,477,6244,3535,2431,7.74,5,0.7,657508,5500,653819,505.0,347.29,8.92,0.84,99.44
2022-03-31,Sikkim,1142,15,1139,14420,2509,1751,7.92,0,0.7,658650,5515,654958,358.43,250.14,20.6,0.84,99.44
2022-04-01,Sikkim,1119,13,1118,14127,4911,1223,7.92,0,0.7,659769,5528,656076,701.57,174.71,20.181428571428572,0.84,99.44
2022-04-02,Sikkim,1197,3,1197,15327,1575,1089,7.81,0,0.7,660966,5531,657273,225.0,155.57,21.895714285714284,0.84,99.44
2022-04-03,Sikkim,448,3,440,5282,3295,2355,8.48,5,0.7,661414,5534,657713,470.71,336.43,7.545714285714285,0.84,99.44
2022-04-04,Sikkim,1016,7,1009,12637,1717,1101,8.04,0,0.7,662430,5541,658722,245.29,157.29,18.052857142857142,0.84,99.44
2022-04-05,Sikkim,215,1,215,2853,3184,1823,7.54,0,0.7,662645,5542,658937,454.86,260.43,4.075714285714286,0.84,99.44
2022-04-06,Sikkim,304,3,303,4056,1402,286,7.5,0,0.7,662949,5545,659240,200.29,40.86,5.7942857142857145,0.84,99.44
2022-04-07,Sikkim,1537,15,1535,18678,3501,595,8.23,0,0.7,664486,5560,660775,500.14,85.0,26.68285714285714,0.84,99.44
2022-04-08,Sikkim,1032,12,1023,12483,1722,1469,8.27,0,0.7,665518,5572,661798,246.0,209.86,17.832857142857144,0.84,99.44
2022-04-09,Sikkim,1122,5,1122,14398,3042,2875,7.79,0,0.7,666640,5577,662920,434.57,410.71,20.568571428571428,0.84,99.44
2022-04-10,Sikkim,814,4,809,9930,4194,3606,8.2,1,0.7,667454,5581,663729,599.14,515.14,14.185714285714285,0.84,99.44
2022-04-11,Sikkim,1272,10,1271,15916,1611,196,7.99,0,0.7,668726,5591,665000,230.14,28.0,22.737142857142857,0.84,99.44
2022-04-12,Sikkim,893,9,891,11678,3648,976,7.65,0,0.7,669619,5600,665891,521.14,139.43,16.68285714285714,0.84,99.44
2022-04-13,Sikkim,352,5,351,4306,2790,594,8.17,0,0.7,669971,5605,666242,398.57,84.86,6.151428571428571,0.84,99.44
2022-04-14,Sikkim,242,2,242,3168,3209,1973,7.64,0,0.7,670213,5607,666484,458.43,281.86,4.525714285714286,0.84,99.44
2022-04-15,Sikkim,285,0,281,3600,721,367,7.92,4,0.7,670498,5607,666765,103.0,52.43,5.142857142857143,0.84,99.44
2022-04-16,Sikkim,1305,6,1302,16126,4570,2161,8.09,0,0.7,671803,5613,668067,652.86,308.71,23.037142857142857,0.84,99.44
2022-04-17,Sikkim,805,7,799,10173,1415,1182,7.91,0,0.7,672608,5620,668866,202.14,168.86,14.532857142857143,0.84,99.44
2022-04-18,Sikkim,1311,12,1307,16095,358,220,8.15,0,0.7,673919,5632,670173,51.14,31.43,22.992857142857144,0.84,99.44
2022-04-19,Sikkim,1361,16,1359,17313,1641,1500,7.86,0,0.7,675280,5648,671532,234.43,214.29,24.732857142857142,0.84,99.44
2022-04-20,Sikkim,1612,17,1612,19994,4437,717,8.06,0,0.7,676892,5665,673144,633.86,102.43,28.562857142857144,0.84,99.45
2022-04-21,Sikkim,454,2,453,5556,1411,1115,8.17,0,0.7,677346,5667,673597,201.57,159.29,7.937142857142857,0.84,99.45
2022-04-22,Sikkim,1479,7,1470,18331,3552,313,8.07,2,0.7,678825,5674,675067,507.43,44.71,26.187142857142856,0.84,99.45
2022-04-23,Sikkim,872,12,865,10998,4755,3652,7.93,0,0.7,679697,5686,675932,679.29,521.71,15.711428571428572,0.84,99.45
2022-04-24,Sikkim,759,5,750,9275,1835,794,8.18,4,0.7,680456,5691,676682,262.14,113.43,13.25,0.84,99.45
2022-04-25,Sikkim,727,9,718,8837,512,188,8.23,0,0.7,681183,5700,677400,73.14,26.86,12.624285714285714,0.84,99.44
2022-04-26,Sikkim,650,1,643,8327,1804,827,7.81,6,0.7,681833,5701,678043,257.71,118.14,11.895714285714286,0.84,99.44
2022-04-27,Sikkim,1341,10,1339,16759,1684,594,8.0,0,0.7,683174,5711,679382,240.57,84.86,23.94142857142857,0.84,99.44
2022-04-28,Sikkim,1248,6,1243,15192,4438,2147,8.21,0,0.7,684422,5717,680625,634.0,306.71,21.702857142857145,0.84,99.45
2022-04-29,Sikkim,967,11,961,12120,2605,1523,7.98,0,0.7,685389,5728,681586,372.14,217.57,17.314285714285713,0.84,99.45
2022-04-30,Sikkim,938,13,938,12097,323,255,7.75,0,0.7,686327,5741,682524,46.14,36.43,17.28142857142857,0.84,99.45
2022-05-01,Sikkim,1012,10,1012,12439,49,23,8.14,0,0.7,687339,5751,683536,7.0,3.29,17.77,0.84,99.45
2022-05-02,Sikkim,418,2,415,5246,181,166,7.97,1,0.7,687757,5753,683951,25.86,23.71,7.494285714285715,0.84,99.45
2022-05-03,Sikkim,1450,5,1443,18272,1343,967,7.94,2,0.7,689207,5758,685394,191.86,138.14,26.102857142857143,0.84,99.45
2022-05-04,Sikkim,131,1,129,1664,2138,1279,7.87,1,0.7,689338,5759,685523,305.43,182.71,2.3771428571428572,0.84,99.45
2022-05-05,Sikkim,730,5,722,9217,1969,1234,7.92,3,0.7,690068,5764,686245,281.29,176.29,13.167142857142856,0.84,99.45
2022-05-06,Sikkim,250,2,249,3076,4274,1465,8.13,0,0.7,690318,5766,686494,610.57,209.29,4.394285714285714,0.84,99.45
2022-05-07,Sikkim,777,8,768,9857,2476,954,7.88,1,0.7,691095,5774,687262,353.71,136.29,14.081428571428571,0.84,99.45
2022-05-08,Sikkim,1058,3,1056,12774,2898,2321,8.28,0,0.7,692153,5777,688318,414.0,331.57,18.248571428571427,0.83,99.45
2022-05-09,Sikkim,1121,6,1118,13775,2070,1999,8.14,0,0.7,693274,5783,689436,295.71,285.57,19.678571428571427,0.83,99.45
2022-05-10,Sikkim,701,9,698,8978,952,644,7.81,0,0.7,693975,5792,690134,136.0,92.0,12.825714285714286,0.83,99.45
2022-05-11,Sikkim,1147,8,1139,14258,3085,1033,8.04,0,0.7,695122,5800,691273,440.71,147.57,20.36857142857143,0.83,99.45
2022-05-12,Sikkim,938,9,938,11501,3173,2541,8.16,0,0.7,696060,5809,692211,453.29,363.0,16.43,0.83,99.45
2022-05-13,Sikkim,516,3,511,6012,3851,2544,8.58,2,0.7,696576,5812,692722,550.14,363.43,8.588571428571429,0.83,99.45
2022-05-14,Sikkim,732,5,725,9150,3268,121,8.0,2,0.7,697308,5817,693447,466.86,17.29,13.071428571428571,0.83,99.45
2022-05-15,Sikkim,92,0,86,1096,1890,1411,8.39,6,0.7,697400,5817,693533,270.0,201.57,1.5657142857142856,0.83,99.45
2022-05-16,Sikkim,319,3,319,4015,3361,2796,7.95,0,0.7,697719,5820,693852,480.14,399.43,5.735714285714286,0.83,99.45
2022-05-17,Sikkim,1581,6,1579,19882,478,20,7.95,0,0.7,699300,5826,695431,68.29,2.86,28.402857142857144,0.83,99.45
2022-05-18,Sikkim,1174,16,1168,14776,4364,719,7.95,0,0.7,700474,5842,696599,623.43,102.71,21.10857142857143,0.83,99.45
2022-05-19,Sikkim,852,4,848,10677,240,144,7.98,0,0.7,701326,5846,697447,34.29,20.57,15.252857142857144,0.83,99.45
2022-05-20,Sikkim,618,2,614,7167,1229,1222,8.62,2,0.7,701944,5848,698061,175.57,174.57,10.23857142857143,0.83,99.45
2022-05-21,Sikkim,1384,5,1381,17106,2241,355,8.09,0,0.7,703328,5853,699442,320.14,50.71,24.437142857142856,0.83,99.45
2022-05-22,Sikkim,727,7,724,9027,2331,532,8.05,0,0.7,704055,5860,700166,333.0,76.0,12.895714285714286,0.83,99.45
2022-05-23,Sikkim,210,1,205,2819,1517,462,7.45,4,0.7,704265,5861,700371,216.71,66.0,4.027142857142858,0.83,99.45
2022-05-24,Sikkim,112,0,112,1685,2386,1227,6.65,0,0.7,704377,5861,700483,340.86,175.29,2.407142857142857,0.83,99.45
2022-05-25,Sikkim,877,12,870,11098,1710,1154,7.9,0,0.7,705254,5873,701353,244.29,164.86,15.854285714285714,0.83,99.45
2022-05-26,Sikkim,665,7,663,8288,448,102,8.02,0,0.7,705919,5880,702016,64.0,14.57,11.84,0.83,99.45
2022-05-27,Sikkim,1568,8,1566,19244,4230,2312,8.15,0,0.7,707487,5888,703582,604.29,330.29,27.49142857142857,0.83,99.45
2022-05-28,Sikkim,1412,14,1408,17970,2680,1105,7.86,0,0.7,708899,5902,704990,382.86,157.86,25.67142857142857,0.83,99.45
2022-05-29,Sikkim,1233,5,1233,15238,2501,1689,8.09,0,0.7,710132,5907,706223,357.29,241.29,21.768571428571427,0.83,99.45
2022-05-30,Sikkim,808,11,799,9873,953,90,8.18,0,0.7,710940,5918,707022,136.14,12.86,14.104285714285714,0.83,99.45
2022-05-31,Sikkim,1015,10,1006,12529,3903,2592,8.1,0,0.7,711955,5928,708028,557.57,370.29,17.89857142857143,0.83,99.45
2022-06-01,Sikkim,783,11,781,9923,2412,549,7.89,0,0.7,712738,5939,708809,344.57,78.43,14.175714285714285,0.83,99.45
2022-06-02,Sikkim,1468,10,1465,18268,1257,399,8.04,0,0.7,714206,5949,710274,179.57,57.0,26.097142857142856,0.83,99.45
2022-06-03,Sikkim,747,2,747,9629,4434,4377,7.76,0,0.7,714953,5951,711021,633.43,625.29,13.755714285714285,0.83,99.45
2022-06-04,Sikkim,673,3,664,8628,2094,521,7.8,6,0.7,715626,5954,711685,299.14,74.43,12.325714285714286,0.83,99.45
2022-06-05,Sikkim,1428,6,1425,17956,4311,1067,7.95,0,0.7,717054,5960,713110,615.86,152.43,25.65142857142857,0.83,99.45
2022-06-06,Sikkim,1235,17,1231,14919,2755,1820,8.28,0,0.7,718289,5977,714341,393.57,260.0,21.312857142857144,0.83,99.45
2022-06-07,Sikkim,1201,13,1193,15140,2389,1596,7.93,0,0.7,719490,5990,715534,341.29,228.0,21.62857142857143,0.83,99.45
2022-06-08,Sikkim,101,0,95,1452,3470,2269,6.96,6,0.7,719591,5990,715629,495.71,324.14,2.0742857142857143,0.83,99.45
2022-06-09,Sikkim,704,8,697,8627,770,70,8.16,0,0.7,720295,5998,716326,110.0,10.0,12.324285714285715,0.83,99.45
2022-06-10,Sikkim,414,2,414,5176,4991,3444,8.0,0,0.7,720709,6000,716740,713.0,492.0,7.394285714285714,0.83,99.45
2022-06-11,Sikkim,1240,10,1233,15700,1672,9,7.9,0,0.7,721949,6010,717973,238.86,1.29,22.428571428571427,0.83,99.45
2022-06-12,Sikkim,665,8,665,8126,4393,3026,8.18,0,0.7,722614,6018,718638,627.57,432.29,11.608571428571429,0.83,99.45
2022-06-13,Sikkim,440,3,433,5664,62,51,7.77,4,0.7,723054,6021,719071,8.86,7.29,8.09142857142857,0.83,99.45
2022-06-14,Sikkim,758,9,753,9402,2444,1943,8.06,0,0.7,723812,6030,719824,349.14,277.57,13.43142857142857,0.83,99.45
2022-06-15,Sikkim,1451,8,1442,18123,3816,3816,8.01,1,0.7,725263,6038,721266,545.14,545.14,25.89,0.83,99.45
2022-06-16,Sikkim,263,1,256,2943,4191,132,8.94,6,0.7,725526,6039,721522,598.71,18.86,4.204285714285715,0.83,99.45
2022-06-17,Sikkim,941,2,939,11665,4087,2657,8.07,0,0.7,726467,6041,722461,583.86,379.57,16.664285714285715,0.83,99.45
2022-06-18,Sikkim,1060,9,1060,13221,2558,2013,8.02,0,0.7,727527,6050,723521,365.43,287.57,18.88714285714286,0.83,99.45
2022-06-19,Sikkim,745,9,745,9490,2954,1190,7.85,0,0.7,728272,6059,724266,422.0,170.0,13.557142857142857,0.83,99.45
2022-06-20,Sikkim,655,6,646,8009,4485,2545,8.18,3,0.7,728927,6065,724912,640.71,363.57,11.441428571428572,0.83,99.45
2022-06-21,Sikkim,658,3,658,8322,4658,80,7.91,0,0.7,729585,6068,725570,665.43,11.43,11.888571428571428,0.83,99.45
2022-06-22,Sikkim,469,5,462,6448,1623,495,7.27,2,0.7,730054,6073,726032,231.86,70.71,9.211428571428572,0.83,99.45
2022-06-23,Sikkim,932,9,926,11584,940,495,8.05,0,0.7,730986,6082,726958,134.29,70.71,16.548571428571428,0.83,99.45
2022-06-24,Sikkim,1625,13,1618,19990,840,539,8.13,0,0.7,732611,6095,728576,120.0,77.0,28.557142857142857,0.83,99.45
2022-06-25,Sikkim,941,6,938,11928,4650,761,7.89,0,0.7,733552,6101,729514,664.29,108.71,17.04,0.83,99.45
2022-06-26,Sikkim,1502,7,1500,18725,1428,287,8.02,0,0.7,735054,6108,731014,204.0,41.0,26.75,0.83,99.45
2022-06-27,Sikkim,596,3,593,7762,286,26,7.68,0,0.7,735650,6111,731607,40.86,3.71,11.088571428571429,0.83,99.45
2022-06-28,Sikkim,762,5,760,9917,4903,4090,7.68,0,0.7,736412,6116,732367,700.43,584.29,14.167142857142856,0.83,99.45
2022-06-29,Sikkim,1425,19,1420,18229,807,346,7.82,0,0.7,737837,6135,733787,115.29,49.43,26.041428571428572,0.83,99.45
2022-06-30,Sikkim,560,4,554,6814,1188,1005,8.22,2,0.7,738397,6139,734341,169.71,143.57,9.734285714285715,0.83,99.45
2022-07-01,Sikkim,726,9,723,9213,589,523,7.88,0,0.7,739123,6148,735064,84.14,74.71,13.161428571428571,0.83,99.45
2022-07-02,Sikkim,591,8,584,7122,4054,626,8.3,0,0.7,739714,6156,735648,579.14,89.43,10.174285714285714,0.83,99.45
2022-07-03,Sikkim,854,6,848,11236,919,900,7.6,0,0.7,740568,6162,736496,131.29,128.57,16.05142857142857,0.83,99.45
2022-07-04,Sikkim,753,9,745,9060,1929,1556,8.31,0,0.7,741321,6171,737241,275.57,222.29,12.942857142857143,0.83,99.45
2022-07-05,Sikkim,1371,5,1366,17027,3466,358,8.05,0,0.7,742692,6176,738607,495.14,51.14,24.324285714285715,0.83,99.45
2022-07-06,Sikkim,1086,5,1084,13927,76,14,7.8,0,0.7,743778,6181,739691,10.86,2.0,19.895714285714284,0.83,99.45
2022-07-07,Sikkim,472,6,463,6004,3360,473,7.86,3,0.7,744250,6187,740154,480.0,67.57,8.577142857142857,0.83,99.45
2022-07-08,Sikkim,969,3,961,12189,2198,2151,7.95,5,0.7,745219,6190,741115,314.0,307.29,17.412857142857142,0.83,99.45
2022-07-09,Sikkim,1157,7,1153,14754,2422,776,7.84,0,0.7,746376,6197,742268,346.0,110.86,21.077142857142857,0.83,99.45
2022-07-10,Sikkim,202,0,195,2411,2068,1945,8.38,7,0.7,746578,6197,742463,295.43,277.86,3.4442857142857144,0.83,99.45
2022-07-11,Sikkim,912,4,907,11359,4328,534,8.03,1,0.7,747490,6201,743370,618.29,76.29,16.22714285714286,0.83,99.45
2022-07-12,Sikkim,382,4,382,4802,3546,1692,7.96,0,0.7,747872,6205,743752,506.57,241.71,6.86,0.83,99.45
2022-07-13,Sikkim,1143,12,1138,14448,524,107,7.91,0,0.7,749015,6217,744890,74.86,15.29,20.64,0.83,99.45
2022-07-14,Sikkim,726,9,722,9405,1397,1078,7.72,0,0.7,749741,6226,745612,199.57,154.0,13.435714285714285,0.83,99.45
2022-07-15,Sikkim,80,1,76,787,3142,810,10.17,3,0.7,749821,6227,745688,448.86,115.71,1.1242857142857143,0.83,99.45
2022-07-16,Sikkim,864,5,855,11214,67,51,7.7,4,0.7,750685,6232,746543,9.57,7.29,16.02,0.83,99.45
2022-07-17,Sikkim,1172,12,1164,14633,2129,1487,8.01,0,0.7,751857,6244,747707,304.14,212.43,20.904285714285713,0.83,99.45
2022-07-18,Sikkim,979,7,972,12084,1304,155,8.1,0,0.7,752836,6251,748679,186.29,22.14,17.262857142857143,0.83,99.45
2022-07-19,Sikkim,1347,14,1338,16606,4960,4859,8.11,0,0.7,754183,6265,750017,708.57,694.14,23.722857142857144,0.83,99.45
2022-07-20,Sikkim,345,2,338,4301,4222,3321,8.02,5,0.7,754528,6267,750355,603.14,474.43,6.144285714285714,0.83,99.45
2022-07-21,Sikkim,1216,13,1209,15165,4595,772,8.02,0,0.7,755744,6280,751564,656.43,110.29,21.664285714285715,0.83,99.45
2022-07-22,Sikkim,398,4,397,4869,379,25,8.17,0,0.7,756142,6284,751961,54.14,3.57,6.9557142857142855,0.83,99.45
2022-07-23,Sikkim,457,1,456,5214,1195,1073,8.76,0,0.7,756599,6285,752417,170.71,153.29,7.448571428571428,0.83,99.45
2022-07-24,Sikkim,103,0,100,1494,1137,946,6.89,3,0.7,756702,6285,752517,162.43,135.14,2.1342857142857143,0.83,99.45
2022-07-25,Sikkim,381,4,379,5399,2643,174,7.06,0,0.7,757083,6289,752896,377.57,24.86,7.712857142857143,0.83,99.45
2022-07-26,Sikkim,1472,4,1463,18321,2328,2116,8.03,5,0.7,758555,6293,754359,332.57,302.29,26.172857142857143,0.83,99.45
2022-07-27,Sikkim,1035,6,1030,12742,173,1,8.12,0,0.7,759590,6299,755389,24.71,0.14,18.202857142857145,0.83,99.45
2022-07-28,Sikkim,168,2,165,2800,2173,1343,6.0,1,0.7,759758,6301,755554,310.43,191.86,4.0,0.83,99.45
2022-07-29,Sikkim,1463,11,1460,18624,414,45,7.86,0,0.7,761221,6312,757014,59.14,6.43,26.605714285714285,0.83,99.45
2022-07-30,Sikkim,638,6,629,8259,3033,2776,7.72,3,0.7,761859,6318,757643,433.29,396.57,11.798571428571428,0.83,99.45
2022-07-31,Sikkim,1330,5,1330,16961,1662,1050,7.84,0,0.7,763189,6323,758973,237.43,150.0,24.23,0.83,99.45
2022-08-01,Sikkim,1160,7,1159,14329,3400,1671,8.1,0,0.7,764349,6330,760132,485.71,238.71,20.47,0.83,99.45
2022-08-02,Sikkim,1186,4,1185,14467,4803,4534,8.2,0,0.7,765535,6334,761317,686.14,647.71,20.667142857142856,0.83,99.45
2022-08-03,Sikkim,865,7,858,10709,1768,1520,8.08,0,0.7,766400,6341,762175,252.57,217.14,15.298571428571428,0.83,99.45
2022-08-04,Sikkim,720,9,715,8984,3706,740,8.01,0,0.7,767120,6350,762890,529.43,105.71,12.834285714285715,0.83,99.45
2022-08-05,Sikkim,501,4,496,6434,1180,452,7.79,1,0.7,767621,6354,763386,168.57,64.57,9.191428571428572,0.83,99.45
2022-08-06,Sikkim,927,12,924,11897,4342,2484,7.79,0,0.7,768548,6366,764310,620.29,354.86,16.995714285714286,0.83,99.45
2022-08-07,Sikkim,245,3,237,2686,1564,1554,9.12,5,0.7,768793,6369,764547,223.43,222.0,3.837142857142857,0.83,99.45
2022-08-08,Sikkim,739,4,733,9383,764,111,7.88,2,0.7,769532,6373,765280,109.14,15.86,13.404285714285715,0.83,99.45
2022-08-09,Sikkim,1245,10,1243,15803,368,333,7.88,0,0.7,770777,6383,766523,52.57,47.57,22.575714285714287,0.83,99.45
2022-08-10,Sikkim,1169,11,1165,14746,2524,1847,7.93,0,0.7,771946,6394,767688,360.57,263.86,21.065714285714286,0.83,99.45
2022-08-11,Sikkim,1179,8,1170,14316,2134,696,8.24,1,0.7,773125,6402,768858,304.86,99.43,20.451428571428572,0.83,99.45
2022-08-12,Sikkim,162,1,160,1694,2836,2305,9.56,1,0.7,773287,6403,769018,405.14,329.29,2.42,0.83,99.45
2022-08-13,Sikkim,1462,8,1458,18507,2019,1698,7.9,0,0.7,774749,6411,770476,288.43,242.57,26.43857142857143,0.83,99.45
2022-08-14,Sikkim,583,6,582,7467,4149,239,7.81,0,0.7,775332,6417,771058,592.71,34.14,10.667142857142856,0.83,99.45
2022-08-15,Sikkim,1091,9,1089,13919,1452,634,7.84,0,0.7,776423,6426,772147,207.43,90.57,19.884285714285713,0.83,99.45
2022-08-16,Sikkim,308,3,299,3697,3180,1254,8.33,6,0.7,776731,6429,772446,454.29,179.14,5.281428571428571,0.83,99.45
2022-08-17,Sikkim,1148,11,1139,14456,1619,464,7.94,0,0.7,777879,6440,773585,231.29,66.29,20.65142857142857,0.83,99.45
2022-08-18,Sikkim,946,9,937,11925,1300,508,7.93,0,0.7,778825,6449,774522,185.71,72.57,17.035714285714285,0.83,99.45
2022-08-19,Sikkim,1446,7,1438,18460,764,144,7.83,1,0.7,780271,6456,775960,109.14,20.57,26.37142857142857,0.83,99.45
2022-08-20,Sikkim,845,5,845,10682,4710,475,7.91,0,0.7,781116,6461,776805,672.86,67.86,15.26,0.83,99.45
2022-08-21,Sikkim,177,2,174,1857,4465,3966,9.53,1,0.7,781293,6463,776979,637.86,566.57,2.652857142857143,0.83,99.45
2022-08-22,Sikkim,785,6,776,9818,3405,871,8.0,3,0.7,782078,6469,777755,486.43,124.43,14.025714285714285,0.83,99.45
2022-08-23,Sikkim,667,2,665,8544,3052,1539,7.81,0,0.7,782745,6471,778420,436.0,219.86,12.205714285714286,0.83,99.45
2022-08-24,Sikkim,730,6,730,8919,4450,828,8.18,0,0.7,783475,6477,779150,635.71,118.29,12.741428571428571,0.83,99.45
2022-08-25,Sikkim,661,9,656,8461,3025,2038,7.81,0,0.7,784136,6486,779806,432.14,291.14,12.087142857142856,0.83,99.45
2022-08-26,Sikkim,87,0,81,946,1365,688,9.2,6,0.7,784223,6486,779887,195.0,98.29,1.3514285714285714,0.83,99.45
2022-08-27,Sikkim,271,3,262,3487,3407,2774,7.77,6,0.7,784494,6489,780149,486.71,396.29,4.981428571428571,0.83,99.45
2022-08-28,Sikkim,719,2,715,8899,3985,2404,8.08,2,0.7,785213,6491,780864,569.29,343.43,12.712857142857143,0.83,99.45
2022-08-29,Sikkim,163,1,161,2055,4496,225,7.93,1,0.7,785376,6492,781025,642.29,32.14,2.9357142857142855,0.83,99.45
2022-08-30,Sikkim,1019,10,1019,12599,1787,1301,8.09,0,0.7,786395,6502,782044,255.29,185.86,17.998571428571427,0.83,99.45
2022-08-31,Sikkim,1128,13,1121,13959,2389,933,8.08,0,0.7,787523,6515,783165,341.29,133.29,19.94142857142857,0.83,99.45
2022-09-01,Sikkim,415,6,407,4987,455,148,8.32,2,0.7,787938,6521,783572,65.0,21.14,7.1242857142857146,0.83,99.45
2022-09-02,Sikkim,382,1,382,4671,4472,712,8.18,0,0.7,788320,6522,783954,638.86,101.71,6.672857142857143,0.83,99.45
2022-09-03,Sikkim,553,2,546,6863,2422,236,8.06,5,0.7,788873,6524,784500,346.0,33.71,9.804285714285715,0.83,99.45
2022-09-04,Sikkim,98,0,90,1415,3179,616,6.93,8,0.7,788971,6524,784590,454.14,88.0,2.0214285714285714,0.83,99.44
2022-09-05,Sikkim,1442,18,1434,18002,2797,1690,8.01,0,0.7,790413,6542,786024,399.57,241.43,25.717142857142857,0.83,99.44
2022-09-06,Sikkim,596,8,592,7137,4485,4054,8.35,0,0.7,791009,6550,786616,640.71,579.14,10.195714285714285,0.83,99.44
2022-09-07,Sikkim,1330,6,1322,16457,1891,559,8.08,2,0.7,792339,6556,787938,270.14,79.86,23.51,0.83,99.44
2022-09-08,Sikkim,1111,4,1102,13660,637,512,8.13,5,0.7,793450,6560,789040,91.0,73.14,19.514285714285716,0.83,99.44
2022-09-09,Sikkim,296,1,296,3536,2100,198,8.37,0,0.7,793746,6561,789336,300.0,28.29,5.051428571428572,0.83,99.44
2022-09-10,Sikkim,628,6,624,8019,3801,2660,7.83,0,0.7,794374,6567,789960,543.0,380.0,11.455714285714286,0.83,99.44
2022-09-11,Sikkim,748,6,740,9385,2121,67,7.97,2,0.7,795122,6573,790700,303.0,9.57,13.407142857142857,0.83,99.44
2022-09-12,Sikkim,804,7,803,10207,2407,547,7.88,0,0.7,795926,6580,791503,343.86,78.14,14.581428571428571,0.83,99.44
2022-09-13,Sikkim,1459,9,1453,18073,1668,1591,8.07,0,0.7,797385,6589,792956,238.29,227.29,25.818571428571428,0.83,99.44
2022-09-14,Sikkim,535,3,531,7263,4472,4427,7.37,1,0.7,797920,6592,793487,638.86,632.43,10.375714285714286,0.83,99.44
2022-09-15,Sikkim,293,1,292,3731,2581,1421,7.85,0,0.7,798213,6593,793779,368.71,203.0,5.33,0.83,99.44
2022-09-16,Sikkim,361,2,354,4322,1970,1422,8.35,5,0.7,798574,6595,794133,281.43,203.14,6.174285714285714,0.83,99.44
2022-09-17,Sikkim,1069,8,1063,13424,196,54,7.96,0,0.7,799643,6603,795196,28.0,7.71,19.177142857142858,0.83,99.44
2022-09-18,Sikkim,1266,17,1265,15907,2645,509,7.96,0,0.7,800909,6620,796461,377.86,72.71,22.724285714285713,0.83,99.44
2022-09-19,Sikkim,647,5,647,8071,3050,1403,8.02,0,0.7,801556,6625,797108,435.71,200.43,11.53,0.83,99.45
2022-09-20,Sikkim,207,0,203,2468,1013,858,8.39,4,0.7,801763,6625,797311,144.71,122.57,3.525714285714286,0.83,99.44
2022-09-21,Sikkim,181,0,181,2320,3144,349,7.8,0,0.7,801944,6625,797492,449.14,49.86,3.3142857142857145,0.83,99.44
2022-09-22,Sikkim,345,1,339,4430,4214,2121,7.79,5,0.7,802289,6626,797831,602.0,303.0,6.328571428571428,0.83,99.44
2022-09-23,Sikkim,912,6,906,11384,1667,1580,8.01,0,0.7,803201,6632,798737,238.14,225.71,16.262857142857143,0.83,99.44
2022-09-24,Sikkim,1173,3,1168,14670,2802,713,8.0,2,0.7,804374,6635,799905,400.29,101.86,20.957142857142856,0.82,99.44
2022-09-25,Sikkim,958,6,950,11782,4712,4270,8.13,2,0.7,805332,6641,800855,673.14,610.0,16.83142857142857,0.82,99.44
2022-09-26,Sikkim,991,8,983,12204,4061,1674,8.12,0,0.7,806323,6649,801838,580.14,239.14,17.434285714285714,0.82,99.44
2022-09-27,Sikkim,449,2,448,5344,1328,432,8.4,0,0.7,806772,6651,802286,189.71,61.71,7.634285714285714,0.82,99.44
2022-09-28,Sikkim,97,1,88,1425,1363,1134,6.81,8,0.7,806869,6652,802374,194.71,162.0,2.0357142857142856,0.82,99.44
2022-09-29,Sikkim,1426,14,1426,17771,1743,291,8.02,0,0.7,808295,6666,803800,249.0,41.57,25.38714285714286,0.82,99.44
2022-09-30,Sikkim,1455,12,1451,18196,3437,290,8.0,0,0.7,809750,6678,805251,491.0,41.43,25.994285714285713,0.82,99.44
2022-10-01,Sikkim,443,5,437,5348,2436,1879,8.28,1,0.7,810193,6683,805688,348.0,268.43,7.64,0.82,99.44
2022-10-02,Sikkim,815,7,807,9871,1289,522,8.26,1,0.7,811008,6690,806495,184.14,74.57,14.101428571428572,0.82,99.44
2022-10-03,Sikkim,969,9,966,12387,4824,2442,7.82,0,0.7,811977,6699,807461,689.14,348.86,17.695714285714285,0.83,99.44
2022-10-04,Sikkim,184,2,180,2491,901,504,7.39,2,0.7,812161,6701,807641,128.71,72.0,3.5585714285714287,0.83,99.44
2022-10-05,Sikkim,991,6,987,12297,3067,1475,8.06,0,0.7,813152,6707,808628,438.14,210.71,17.56714285714286,0.82,99.44
2022-10-06,Sikkim,1036,6,1036,12727,568,256,8.14,0,0.7,814188,6713,809664,81.14,36.57,18.181428571428572,0.82,99.44
